strike,expiry,moneyness,time_to_expiry,bid,ask,impliedVolatility,openInterest,volume,option_type
7030.0,2026-07-08,0.9368524035675696,-0.0027397260273972603,0.0,0.05,0.40820904296875,337.0,1.0,put
7035.0,2026-07-08,0.9375187281789263,-0.0027397260273972603,,0.05,0.40430283203125,25.0,,put
7040.0,2026-07-08,0.9381850527902831,-0.0027397260273972603,0.0,0.05,0.40039662109375,820.0,116.0,put
7045.0,2026-07-08,0.9388513774016398,-0.0027397260273972603,0.0,0.05,0.39649041015625003,622.0,18.0,put
7050.0,2026-07-08,0.9395177020129966,-0.0027397260273972603,0.0,0.05,0.39258419921875,1976.0,1.0,put
7055.0,2026-07-08,0.9401840266243533,-0.0027397260273972603,0.0,0.05,0.38867798828125,83.0,40.0,put
7060.0,2026-07-08,0.94085035123571,-0.0027397260273972603,0.0,0.05,0.38477177734374995,3091.0,45.0,put
7065.0,2026-07-08,0.9415166758470668,-0.0027397260273972603,0.0,0.05,0.379889013671875,80.0,48.0,put
7070.0,2026-07-08,0.9421830004584235,-0.0027397260273972603,0.05,0.05,0.375982802734375,134.0,87.0,put
7075.0,2026-07-08,0.9428493250697803,-0.0027397260273972603,0.0,0.05,0.372076591796875,427.0,100.0,put
7080.0,2026-07-08,0.943515649681137,-0.0027397260273972603,0.0,0.05,0.36817038085937503,108.0,36.0,put
7085.0,2026-07-08,0.9441819742924937,-0.0027397260273972603,0.0,0.05,0.3632876171875,132.0,15.0,put
7090.0,2026-07-08,0.9448482989038505,-0.0027397260273972603,0.0,0.05,0.35938140625,318.0,28.0,put
7095.0,2026-07-08,0.9455146235152072,-0.0027397260273972603,0.0,0.05,0.35547519531249994,286.0,35.0,put
7100.0,2026-07-08,0.946180948126564,-0.0027397260273972603,0.0,0.05,0.35156898437499995,1339.0,34.0,put
7105.0,2026-07-08,0.9468472727379207,-0.0027397260273972603,0.0,0.05,0.34766277343749996,99.0,19.0,put
7110.0,2026-07-08,0.9475135973492774,-0.0027397260273972603,0.0,0.05,0.3437565625,2315.0,34.0,put
7115.0,2026-07-08,0.9481799219606342,-0.0027397260273972603,0.0,0.05,0.33887379882812496,53.0,21.0,put
7120.0,2026-07-08,0.9488462465719909,-0.0027397260273972603,0.0,0.05,0.334967587890625,195.0,21.0,put
7125.0,2026-07-08,0.9495125711833476,-0.0027397260273972603,0.0,0.05,0.331061376953125,826.0,123.0,put
7130.0,2026-07-08,0.9501788957947044,-0.0027397260273972603,0.0,0.05,0.327155166015625,385.0,5.0,put
7135.0,2026-07-08,0.9508452204060611,-0.0027397260273972603,0.0,0.05,0.32227240234374993,68.0,33.0,put
7140.0,2026-07-08,0.9515115450174179,-0.0027397260273972603,0.0,0.1,0.3393620751953125,469.0,3.0,put
7145.0,2026-07-08,0.9521778696287746,-0.0027397260273972603,0.0,0.1,0.334967587890625,81.0,7.0,put
7150.0,2026-07-08,0.9528441942401313,-0.0027397260273972603,0.05,0.1,0.331061376953125,1071.0,24.0,put
7155.0,2026-07-08,0.9535105188514881,-0.0027397260273972603,0.0,0.1,0.3266668896484375,84.0,59.0,put
7160.0,2026-07-08,0.9541768434628447,-0.0027397260273972603,0.0,0.1,0.32227240234374993,317.0,11.0,put
7165.0,2026-07-08,0.9548431680742014,-0.0027397260273972603,0.0,0.1,0.3178779150390625,163.0,27.0,put
7170.0,2026-07-08,0.9555094926855582,-0.0027397260273972603,0.0,0.1,0.313483427734375,3310.0,31.0,put
7175.0,2026-07-08,0.9561758172969149,-0.0027397260273972603,0.05,0.1,0.3090889404296875,399.0,13.0,put
7180.0,2026-07-08,0.9568421419082717,-0.0027397260273972603,0.05,0.1,0.304694453125,185.0,63.0,put
7185.0,2026-07-08,0.9575084665196284,-0.0027397260273972603,0.0,0.1,0.3002999658203125,233.0,35.0,put
7190.0,2026-07-08,0.9581747911309851,-0.0027397260273972603,0.05,0.1,0.295905478515625,321.0,20.0,put
7195.0,2026-07-08,0.9588411157423419,-0.0027397260273972603,0.0,0.1,0.2919992675781249,461.0,4.0,put
7200.0,2026-07-08,0.9595074403536986,-0.0027397260273972603,0.05,0.1,0.28711650390624993,6333.0,47.0,put
7205.0,2026-07-08,0.9601737649650554,-0.0027397260273972603,0.05,0.1,0.28321029296874994,217.0,201.0,put
7210.0,2026-07-08,0.9608400895764121,-0.0027397260273972603,0.05,0.1,0.2788158056640625,461.0,15.0,put
7215.0,2026-07-08,0.9615064141877688,-0.0027397260273972603,0.05,0.1,0.274421318359375,6194.0,48.0,put
7220.0,2026-07-08,0.9621727387991256,-0.0027397260273972603,0.05,0.1,0.2700268310546875,631.0,83.0,put
7225.0,2026-07-08,0.9628390634104823,-0.0027397260273972603,0.05,0.15,0.27686270019531245,7654.0,141.0,put
7230.0,2026-07-08,0.963505388021839,-0.0027397260273972603,0.05,0.15,0.27246821289062495,481.0,50.0,put
7235.0,2026-07-08,0.9641717126331958,-0.0027397260273972603,0.05,0.15,0.26782958740234375,658.0,55.0,put
7240.0,2026-07-08,0.9648380372445525,-0.0027397260273972603,0.05,0.15,0.26319096191406255,2542.0,22.0,put
7245.0,2026-07-08,0.9655043618559093,-0.0027397260273972603,0.1,0.15,0.25879647460937505,1164.0,74.0,put
7250.0,2026-07-08,0.966170686467266,-0.0027397260273972603,0.1,0.15,0.2541578491210938,5197.0,313.0,put
7255.0,2026-07-08,0.9668370110786227,-0.0027397260273972603,0.1,0.15,0.24951922363281248,206.0,73.0,put
7260.0,2026-07-08,0.9675033356899795,-0.0027397260273972603,0.1,0.15,0.245124736328125,708.0,122.0,put
7265.0,2026-07-08,0.9681696603013362,-0.0027397260273972603,0.15,0.2,0.2485426708984375,267.0,158.0,put
7270.0,2026-07-08,0.968835984912693,-0.0027397260273972603,0.15,0.2,0.2436599072265625,382.0,213.0,put
7275.0,2026-07-08,0.9695023095240497,-0.0027397260273972603,0.15,0.25,0.24536887451171874,963.0,149.0,put
7280.0,2026-07-08,0.9701686341354064,-0.0027397260273972603,0.15,0.2,0.23438265625,617.0,178.0,put
7285.0,2026-07-08,0.9708349587467632,-0.0027397260273972603,0.2,0.25,0.23584748535156247,484.0,139.0,put
7290.0,2026-07-08,0.9715012833581199,-0.0027397260273972603,0.2,0.25,0.2309647216796875,526.0,232.0,put
7295.0,2026-07-08,0.9721676079694767,-0.0027397260273972603,0.25,0.3,0.231452998046875,452.0,169.0,put
7300.0,2026-07-08,0.9728339325808334,-0.0027397260273972603,0.25,0.35,0.2309647216796875,6648.0,1357.0,put
7305.0,2026-07-08,0.97350025719219,-0.0027397260273972603,0.35,0.4,0.23011023803710937,1166.0,428.0,put
7310.0,2026-07-08,0.9741665818035468,-0.0027397260273972603,0.4,0.45,0.22864540893554688,1635.0,830.0,put
7315.0,2026-07-08,0.9748329064149035,-0.0027397260273972603,0.45,0.5,0.2268143725585937,6431.0,353.0,put
7320.0,2026-07-08,0.9754992310262602,-0.0027397260273972603,0.45,0.55,0.22473919799804684,1430.0,1034.0,put
7325.0,2026-07-08,0.976165555637617,-0.0027397260273972603,0.6,0.65,0.2249833361816406,9660.0,688.0,put
7330.0,2026-07-08,0.9768318802489737,-0.0027397260273972603,0.65,0.7,0.22205367797851558,700.0,623.0,put
7335.0,2026-07-08,0.9774982048603305,-0.0027397260273972603,0.8,0.85,0.22339643798828124,445.0,1232.0,put
7340.0,2026-07-08,0.9781645294716872,-0.0027397260273972603,0.85,0.95,0.22187057434082028,3402.0,983.0,put
7345.0,2026-07-08,0.9788308540830439,-0.0027397260273972603,1.05,1.15,0.22339643798828124,2213.0,735.0,put
7350.0,2026-07-08,0.9794971786944007,-0.0027397260273972603,1.2,1.3,0.2224198852539062,7241.0,2624.0,put
7355.0,2026-07-08,0.9801635033057574,-0.0027397260273972603,1.35,1.45,0.22089402160644528,1304.0,1139.0,put
7360.0,2026-07-08,0.9808298279171141,-0.0027397260273972603,1.5,1.6,0.21894091613769529,892.0,1300.0,put
7365.0,2026-07-08,0.9814961525284709,-0.0027397260273972603,1.85,1.9,0.22028367614746092,588.0,1190.0,put
7370.0,2026-07-08,0.9821624771398276,-0.0027397260273972603,2.1,2.2,0.22064988342285152,1073.0,1941.0,put
7375.0,2026-07-08,0.9828288017511844,-0.0027397260273972603,2.5,2.6,0.2222367816162109,1812.0,1934.0,put
7380.0,2026-07-08,0.9834951263625411,-0.0027397260273972603,2.85,2.95,0.22196212615966793,1676.0,1471.0,put
7385.0,2026-07-08,0.9841614509738978,-0.0027397260273972603,3.2,3.4,0.2226945407104492,888.0,1000.0,put
7390.0,2026-07-08,0.9848277755852546,-0.0027397260273972603,3.6,3.7,0.22031419342041014,2256.0,1993.0,put
7395.0,2026-07-08,0.9854941001966113,-0.0027397260273972603,4.0,4.2,0.220436262512207,1276.0,1199.0,put
7400.0,2026-07-08,0.9861604248079681,-0.0027397260273972603,4.7,4.8,0.22113815979003904,4867.0,5949.0,put
7405.0,2026-07-08,0.9868267494193248,-0.0027397260273972603,5.4,5.5,0.22229781616210934,819.0,2302.0,put
7410.0,2026-07-08,0.9874930740306815,-0.0027397260273972603,6.1,6.2,0.22261824752807613,1740.0,2145.0,put
7415.0,2026-07-08,0.9881593986420383,-0.0027397260273972603,6.9,7.0,0.22327436889648436,868.0,1770.0,put
7420.0,2026-07-08,0.988825723253395,-0.0027397260273972603,7.5,7.7,0.222114712524414,1237.0,2839.0,put
7425.0,2026-07-08,0.9894920478647518,-0.0027397260273972603,8.8,8.9,0.22521221572875977,3554.0,2672.0,put
7430.0,2026-07-08,0.9901583724761085,-0.0027397260273972603,9.5,9.7,0.22364057617187497,2159.0,3354.0,put
7435.0,2026-07-08,0.9908246970874652,-0.0027397260273972603,10.8,11.0,0.22586833709716797,1385.0,1458.0,put
7440.0,2026-07-08,0.991491021698822,-0.0027397260273972603,12.3,12.5,0.22885902984619144,2097.0,2326.0,put
7445.0,2026-07-08,0.9921573463101787,-0.0027397260273972603,13.7,13.9,0.23011023803710937,1123.0,1739.0,put
7450.0,2026-07-08,0.9928236709215355,-0.0027397260273972603,15.2,15.4,0.23133092895507812,4062.0,4541.0,put
7455.0,2026-07-08,0.9934899955328921,-0.0027397260273972603,17.5,17.7,0.23770903900146478,1694.0,1494.0,put
7460.0,2026-07-08,0.9941563201442488,-0.0027397260273972603,19.6,19.8,0.24158473266601563,1774.0,2005.0,put
7465.0,2026-07-08,0.9948226447556056,-0.0027397260273972603,21.6,21.8,0.24389641609191895,1896.0,1511.0,put
7470.0,2026-07-08,0.9954889693669623,-0.0027397260273972603,24.4,24.6,0.2508925009155273,1018.0,1532.0,put
7475.0,2026-07-08,0.996155293978319,-0.0027397260273972603,26.6,26.9,0.2536466847991944,2687.0,2209.0,put
7480.0,2026-07-08,0.9968216185896758,-0.0027397260273972603,30.3,30.6,0.2648846705627441,1729.0,3253.0,put
7485.0,2026-07-08,0.9974879432010325,-0.0027397260273972603,33.6,33.9,0.2726360578918457,1038.0,1728.0,put
7490.0,2026-07-08,0.9981542678123893,-0.0027397260273972603,37.2,37.6,0.28221848159790036,883.0,1660.0,put
7495.0,2026-07-08,0.998820592423746,-0.0027397260273972603,39.7,40.2,0.2840800352478026,1090.0,981.0,put
7500.0,2026-07-08,0.9994869170351027,-0.0027397260273972603,44.4,44.9,0.2987588435363769,2746.0,3431.0,put
7505.0,2026-07-08,1.0001532416464596,-0.0027397260273972603,48.4,49.0,0.3090126472473144,1229.0,1880.0,put
7510.0,2026-07-08,1.0008195662578163,-0.0027397260273972603,52.0,52.6,0.31555860229492183,666.0,865.0,put
7515.0,2026-07-08,1.001485890869173,-0.0027397260273972603,55.9,57.0,0.32672792419433594,537.0,227.0,put
7520.0,2026-07-08,1.0021522154805298,-0.0027397260273972603,61.1,63.2,0.3490207920837402,443.0,215.0,put
7525.0,2026-07-08,1.0028185400918865,-0.0027397260273972603,65.4,67.4,0.3581301980590821,775.0,56.0,put
7530.0,2026-07-08,1.003484864703243,-0.0027397260273972603,70.0,72.2,0.370749090423584,581.0,62.0,put
7535.0,2026-07-08,1.0041511893145998,-0.0027397260273972603,75.0,75.8,0.37525038818359374,338.0,31.0,put
7540.0,2026-07-08,1.0048175139259565,-0.0027397260273972603,79.8,80.6,0.3872589350891113,227.0,30.0,put
7545.0,2026-07-08,1.0054838385373133,-0.0027397260273972603,84.6,86.7,0.4075529216003418,195.0,11.0,put
7550.0,2026-07-08,1.00615016314867,-0.0027397260273972603,89.0,89.9,0.4084989570617676,2215.0,37.0,put
7555.0,2026-07-08,1.0068164877600267,-0.0027397260273972603,93.2,95.1,0.4224300921630859,127.0,21.0,put
7560.0,2026-07-08,1.0074828123713835,-0.0027397260273972603,99.2,100.0,0.4341792422485352,929.0,36.0,put
7565.0,2026-07-08,1.0081491369827402,-0.0027397260273972603,104.1,105.9,0.4524743473815918,79.0,4.0,put
7570.0,2026-07-08,1.008815461594097,-0.0027397260273972603,108.8,110.9,0.4645744461059571,204.0,14.0,put
7575.0,2026-07-08,1.0094817862054537,-0.0027397260273972603,113.0,114.8,0.4690147093200684,139.0,2.0,put
7580.0,2026-07-08,1.0101481108168104,-0.0027397260273972603,119.5,120.3,0.484204681930542,249.0,3.0,put
7585.0,2026-07-08,1.0108144354281672,-0.0027397260273972603,123.9,125.8,0.49930310272216794,14.0,2.0,put
7590.0,2026-07-08,1.011480760039524,-0.0027397260273972603,128.7,130.8,0.5035144863891602,107.0,5.0,put
7595.0,2026-07-08,1.0121470846508807,-0.0027397260273972603,134.1,136.2,0.517682130355835,9.0,22.0,put
7600.0,2026-07-08,1.0128134092622374,-0.0027397260273972603,138.9,140.8,0.5268296829223633,157.0,3.0,put
7605.0,2026-07-08,1.0134797338735941,-0.0027397260273972603,143.9,145.8,0.5379684875488282,9.0,1.0,put
7610.0,2026-07-08,1.0141460584849509,-0.0027397260273972603,147.9,149.7,0.5414779739379885,23.0,4.0,put
7615.0,2026-07-08,1.0148123830963076,-0.0027397260273972603,154.3,156.4,0.5635114450073243,8.0,1.0,put
7620.0,2026-07-08,1.0154787077076644,-0.0027397260273972603,159.3,161.4,0.5743603355407714,32.0,2.0,put
7625.0,2026-07-08,1.016145032319021,-0.0027397260273972603,162.9,164.7,0.5738415419006349,28.0,68.0,put
7630.0,2026-07-08,1.0168113569303778,-0.0027397260273972603,163.0,176.8,0.5925028543090821,15.0,30.0,put
7635.0,2026-07-08,1.0174776815417346,-0.0027397260273972603,168.0,181.7,0.602710882110596,14.0,,put
7640.0,2026-07-08,1.0181440061530913,-0.0027397260273972603,173.5,187.2,0.6168861553955078,23.0,58.0,put
7645.0,2026-07-08,1.018810330764448,-0.0027397260273972603,178.0,191.7,0.6235846968078613,32.0,40.0,put
7650.0,2026-07-08,1.0194766553758048,-0.0027397260273972603,183.0,196.7,0.633914793701172,42.0,26.0,put
7660.0,2026-07-08,1.0208093045985183,-0.0027397260273972603,193.0,206.7,0.6543613665771486,42.0,4.0,put
7665.0,2026-07-08,1.021475629209875,-0.0027397260273972603,198.0,211.7,0.6644625839233401,2.0,,put
7670.0,2026-07-08,1.0221419538212317,-0.0027397260273972603,203.0,216.7,0.6745180253601075,20.0,,put
7675.0,2026-07-08,1.0228082784325885,-0.0027397260273972603,208.0,221.0,0.681811653594971,10.0,8.0,put
7680.0,2026-07-08,1.0234746030439452,-0.0027397260273972603,209.5,228.6,0.6882202809143068,5.0,5.0,put
7685.0,2026-07-08,1.024140927655302,-0.0027397260273972603,214.3,234.3,0.6999999482727051,2.0,,put
7690.0,2026-07-08,1.0248072522666587,-0.0027397260273972603,218.8,239.3,0.7078276287841796,11.0,9.0,put
7695.0,2026-07-08,1.0254735768780154,-0.0027397260273972603,223.8,244.3,0.7175321215820312,4.0,,put
7700.0,2026-07-08,1.0261399014893722,-0.0027397260273972603,229.5,248.6,0.7271908384704588,26.0,20.0,put
7710.0,2026-07-08,1.0274725507120857,-0.0027397260273972603,238.8,259.3,0.7463404272460938,1.0,,put
7725.0,2026-07-08,1.0294715245461559,-0.0027397260273972603,253.7,274.5,0.7751029570007324,1.0,1.0,put
7730.0,2026-07-08,1.0301378491575126,-0.0027397260273972603,258.7,279.5,0.7844717597961426,1.0,,put
7750.0,2026-07-08,1.0328031476029396,-0.0027397260273972603,278.7,299.5,0.8214434359741211,1.0,1.0,put
7770.0,2026-07-08,1.0354684460483665,-0.0027397260273972603,299.3,319.5,0.8602919244384766,6.0,,put
7800.0,2026-07-08,1.039466393716507,-0.0027397260273972603,328.7,348.9,0.9084481811523437,9.0,6.0,put
7850.0,2026-07-08,1.0461296398300741,-0.0027397260273972603,379.5,398.6,0.9967804277038574,3.0,5.0,put
8000.0,2026-07-08,1.0661193781707763,-0.0027397260273972603,528.7,549.5,1.2397651537322996,7.0,1.0,put
8800.0,2026-07-08,1.1727313159878539,-0.0027397260273972603,1328.7,1349.5,2.309147293548584,1.0,,put
5200.0,2026-07-09,0.6929775958110046,0.0,2251.6,2269.2,1.0000000000000003e-05,17.0,,call
6100.0,2026-07-09,0.8129160258552169,0.0,1351.2,1370.8,1.0000000000000003e-05,1.0,,call
6350.0,2026-07-09,0.8462322564230537,0.0,1101.2,1120.6,1.0000000000000003e-05,1.0,,call
6575.0,2026-07-09,0.8762168639341067,0.0,876.0,896.3,1.0000000000000003e-05,3.0,,call
6675.0,2026-07-09,0.8895433561612415,0.0,776.3,796.3,1.0000000000000003e-05,1.0,,call
6700.0,2026-07-09,0.8928749792180252,0.0,751.3,771.1,1.0000000000000003e-05,1.0,,call
6825.0,2026-07-09,0.9095330945019435,0.0,633.1,638.3,1.0000000000000003e-05,3.0,,call
6900.0,2026-07-09,0.9195279636722945,0.0,558.2,563.2,1.0000000000000003e-05,1.0,1.0,call
6920.0,2026-07-09,0.9221932621177215,0.0,538.3,543.1,1.0000000000000003e-05,62.0,,call
6950.0,2026-07-09,0.9261912097858619,0.0,507.8,512.9,1.0000000000000003e-05,1.0,1.0,call
6960.0,2026-07-09,0.9275238590085754,0.0,497.8,502.8,1.0000000000000003e-05,1.0,,call
6970.0,2026-07-09,0.9288565082312888,0.0,488.4,493.1,1.0000000000000003e-05,3.0,,call
6975.0,2026-07-09,0.9295228328426456,0.0,484.0,489.2,1.0000000000000003e-05,65.0,63.0,call
7000.0,2026-07-09,0.9328544558994293,0.0,457.9,463.0,1.0000000000000003e-05,14.0,1.0,call
7010.0,2026-07-09,0.9341871051221426,0.0,449.0,454.2,1.0000000000000003e-05,15.0,14.0,call
7025.0,2026-07-09,0.9361860789562129,0.0,434.1,439.2,1.0000000000000003e-05,1.0,,call
7040.0,2026-07-09,0.9381850527902831,0.0,418.9,423.3,1.0000000000000003e-05,1.0,,call
7050.0,2026-07-09,0.9395177020129966,0.0,409.1,414.1,1.0000000000000003e-05,13.0,1.0,call
7060.0,2026-07-09,0.94085035123571,0.0,399.2,404.1,1.0000000000000003e-05,15.0,1.0,call
7100.0,2026-07-09,0.946180948126564,0.0,358.5,363.3,1.0000000000000003e-05,5.0,4.0,call
7110.0,2026-07-09,0.9475135973492774,0.0,349.3,354.0,1.0000000000000003e-05,1.0,,call
7120.0,2026-07-09,0.9488462465719909,0.0,339.3,344.0,1.0000000000000003e-05,57.0,1.0,call
7130.0,2026-07-09,0.9501788957947044,0.0,328.7,333.3,1.0000000000000003e-05,55.0,55.0,call
7140.0,2026-07-09,0.9515115450174179,0.0,318.9,323.0,1.0000000000000003e-05,30.0,1.0,call
7150.0,2026-07-09,0.9528441942401313,0.0,309.2,313.0,1.0000000000000003e-05,1.0,1.0,call
7160.0,2026-07-09,0.9541768434628447,0.0,299.5,303.9,1.0000000000000003e-05,0.0,1.0,call
7170.0,2026-07-09,0.9555094926855582,0.0,289.6,294.2,1.0000000000000003e-05,2.0,,call
7175.0,2026-07-09,0.9561758172969149,0.0,284.6,289.2,1.0000000000000003e-05,0.0,1.0,call
7180.0,2026-07-09,0.9568421419082717,0.0,278.7,283.0,1.0000000000000003e-05,0.0,1.0,call
7190.0,2026-07-09,0.9581747911309851,0.0,269.0,273.5,1.0000000000000003e-05,1.0,1.0,call
7200.0,2026-07-09,0.9595074403536986,0.0,259.0,263.0,1.0000000000000003e-05,49.0,21.0,call
7205.0,2026-07-09,0.9601737649650554,0.0,254.2,258.3,1.0000000000000003e-05,10.0,,call
7210.0,2026-07-09,0.9608400895764121,0.0,249.2,253.6,1.0000000000000003e-05,1.0,1.0,call
7215.0,2026-07-09,0.9615064141877688,0.0,245.0,249.3,1.0000000000000003e-05,2.0,,call
7220.0,2026-07-09,0.9621727387991256,0.0,239.1,243.2,1.0000000000000003e-05,2.0,1.0,call
7225.0,2026-07-09,0.9628390634104823,0.0,234.7,238.5,1.0000000000000003e-05,2.0,1.0,call
7230.0,2026-07-09,0.963505388021839,0.0,229.7,233.8,1.0000000000000003e-05,12.0,2.0,call
7235.0,2026-07-09,0.9641717126331958,0.0,224.8,228.6,1.0000000000000003e-05,1.0,1.0,call
7240.0,2026-07-09,0.9648380372445525,0.0,218.9,223.4,1.0000000000000003e-05,31.0,1.0,call
7245.0,2026-07-09,0.9655043618559093,0.0,215.0,219.0,1.0000000000000003e-05,3.0,,call
7250.0,2026-07-09,0.966170686467266,0.0,210.1,213.9,1.0000000000000003e-05,12.0,1.0,call
7255.0,2026-07-09,0.9668370110786227,0.0,205.2,208.9,1.0000000000000003e-05,6.0,,call
7260.0,2026-07-09,0.9675033356899795,0.0,200.3,204.0,1.0000000000000003e-05,6.0,2.0,call
7265.0,2026-07-09,0.9681696603013362,0.0,195.4,199.1,1.0000000000000003e-05,8.0,3.0,call
7270.0,2026-07-09,0.968835984912693,0.0,190.9,195.2,1.0000000000000003e-05,39.0,1.0,call
7275.0,2026-07-09,0.9695023095240497,0.0,185.3,189.2,1.0000000000000003e-05,15.0,1.0,call
7280.0,2026-07-09,0.9701686341354064,0.0,180.8,184.5,1.0000000000000003e-05,37.0,1.0,call
7285.0,2026-07-09,0.9708349587467632,0.0,176.0,179.3,1.0000000000000003e-05,5.0,2.0,call
7290.0,2026-07-09,0.9715012833581199,0.0,170.5,174.5,1.0000000000000003e-05,31.0,1.0,call
7295.0,2026-07-09,0.9721676079694767,0.0,166.5,169.9,1.0000000000000003e-05,7.0,5.0,call
7300.0,2026-07-09,0.9728339325808334,0.0,161.5,165.1,1.0000000000000003e-05,23.0,3.0,call
7305.0,2026-07-09,0.97350025719219,0.0,157.4,160.9,1.0000000000000003e-05,27.0,2.0,call
7310.0,2026-07-09,0.9741665818035468,0.0,152.0,155.3,1.0000000000000003e-05,8.0,3.0,call
7315.0,2026-07-09,0.9748329064149035,0.0,147.3,150.8,1.0000000000000003e-05,4.0,6.0,call
7320.0,2026-07-09,0.9754992310262602,0.0,142.9,146.6,1.0000000000000003e-05,13.0,1.0,call
7325.0,2026-07-09,0.976165555637617,0.0,137.9,141.1,1.0000000000000003e-05,89.0,2.0,call
7330.0,2026-07-09,0.9768318802489737,0.0,132.6,136.5,1.0000000000000003e-05,68.0,1.0,call
7335.0,2026-07-09,0.9774982048603305,0.0,128.0,131.8,1.0000000000000003e-05,10.0,3.0,call
7340.0,2026-07-09,0.9781645294716872,0.0,124.3,127.8,1.0000000000000003e-05,65.0,3.0,call
7345.0,2026-07-09,0.9788308540830439,0.0,119.9,121.8,1.0000000000000003e-05,19.0,20.0,call
7350.0,2026-07-09,0.9794971786944007,0.0,115.9,116.9,1.0000000000000003e-05,298.0,15.0,call
7355.0,2026-07-09,0.9801635033057574,0.0,111.5,113.4,1.0000000000000003e-05,32.0,80.0,call
7360.0,2026-07-09,0.9808298279171141,0.0,105.9,108.9,1.0000000000000003e-05,222.0,1.0,call
7365.0,2026-07-09,0.9814961525284709,0.0,100.3,104.3,1.0000000000000003e-05,50.0,16.0,call
7370.0,2026-07-09,0.9821624771398276,0.0,96.6,100.4,1.0000000000000003e-05,52.0,4.0,call
7375.0,2026-07-09,0.9828288017511844,0.0,92.6,96.4,1.0000000000000003e-05,65.0,29.0,call
7380.0,2026-07-09,0.9834951263625411,0.0,88.3,92.4,1.0000000000000003e-05,78.0,5.0,call
7385.0,2026-07-09,0.9841614509738978,0.0,83.6,87.4,1.0000000000000003e-05,26.0,1.0,call
7390.0,2026-07-09,0.9848277755852546,0.0,78.7,82.7,1.0000000000000003e-05,33.0,3.0,call
7395.0,2026-07-09,0.9854941001966113,0.0,75.2,79.2,1.0000000000000003e-05,30.0,11.0,call
7400.0,2026-07-09,0.9861604248079681,0.0,73.2,74.2,1.0000000000000003e-05,297.0,71.0,call
7405.0,2026-07-09,0.9868267494193248,0.0,69.4,70.0,1.0000000000000003e-05,28.0,6.0,call
7410.0,2026-07-09,0.9874930740306815,0.0,64.5,65.1,1.0000000000000003e-05,131.0,53.0,call
7415.0,2026-07-09,0.9881593986420383,0.0,60.7,61.2,1.0000000000000003e-05,44.0,15.0,call
7420.0,2026-07-09,0.988825723253395,0.0,57.5,57.9,1.0000000000000003e-05,66.0,81.0,call
7425.0,2026-07-09,0.9894920478647518,0.0,54.0,54.5,1.0000000000000003e-05,106.0,163.0,call
7430.0,2026-07-09,0.9901583724761085,0.0,50.2,50.6,1.0000000000000003e-05,219.0,54.0,call
7435.0,2026-07-09,0.9908246970874652,0.0,45.7,46.1,1.0000000000000003e-05,73.0,20.0,call
7440.0,2026-07-09,0.991491021698822,0.0,42.2,42.7,1.0000000000000003e-05,63.0,17.0,call
7445.0,2026-07-09,0.9921573463101787,0.0,39.0,39.5,1.0000000000000003e-05,91.0,15.0,call
7450.0,2026-07-09,0.9928236709215355,0.0,36.2,36.6,1.0000000000000003e-05,190.0,153.0,call
7455.0,2026-07-09,0.9934899955328921,0.0,33.3,33.6,1.0000000000000003e-05,77.0,56.0,call
7460.0,2026-07-09,0.9941563201442488,0.0,29.7,30.1,1.0000000000000003e-05,216.0,41.0,call
7465.0,2026-07-09,0.9948226447556056,0.0,26.7,27.1,1.0000000000000003e-05,113.0,94.0,call
7470.0,2026-07-09,0.9954889693669623,0.0,24.0,24.4,1.0000000000000003e-05,115.0,53.0,call
7475.0,2026-07-09,0.996155293978319,0.0,21.6,21.9,1.0000000000000003e-05,432.0,99.0,call
7480.0,2026-07-09,0.9968216185896758,0.0,19.1,19.4,1.0000000000000003e-05,194.0,149.0,call
7485.0,2026-07-09,0.9974879432010325,0.0,16.9,17.2,1.0000000000000003e-05,588.0,107.0,call
7490.0,2026-07-09,0.9981542678123893,0.0,15.0,15.3,0.02704830383300781,222.0,193.0,call
7495.0,2026-07-09,0.998820592423746,0.0,13.0,13.3,0.036645986175537104,678.0,160.0,call
7500.0,2026-07-09,0.9994869170351027,0.0,11.3,11.6,0.04310038940429688,1957.0,872.0,call
7505.0,2026-07-09,1.0001532416464596,0.0,9.9,10.3,0.04902074035644531,285.0,419.0,call
7510.0,2026-07-09,1.0008195662578163,0.0,8.5,8.8,0.05239289901733399,1123.0,235.0,call
7515.0,2026-07-09,1.001485890869173,0.0,7.2,7.5,0.05536070381164551,253.0,129.0,call
7520.0,2026-07-09,1.0021522154805298,0.0,6.4,6.6,0.05915247497558594,782.0,531.0,call
7525.0,2026-07-09,1.0028185400918865,0.0,5.3,5.5,0.06094536476135255,1148.0,314.0,call
7530.0,2026-07-09,1.003484864703243,0.0,4.6,4.9,0.06458454956054688,427.0,154.0,call
7535.0,2026-07-09,1.0041511893145998,0.0,3.9,4.1,0.06627825820922853,1279.0,88.0,call
7540.0,2026-07-09,1.0048175139259565,0.0,3.4,3.6,0.0691468818664551,632.0,196.0,call
7545.0,2026-07-09,1.0054838385373133,0.0,2.85,2.95,0.07023024505615236,736.0,169.0,call
7550.0,2026-07-09,1.00615016314867,0.0,2.4,2.5,0.07209179870605469,4032.0,522.0,call
7555.0,2026-07-09,1.0068164877600267,0.0,2.1,2.2,0.07467050827026367,499.0,99.0,call
